user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
Prudent Investor,"Vienna, Austria","Journalist, Financial analyst, Blogger. Founder of https://t.co/VV0d63IFz1 - CEO https://t.co/niFAkNLmq9 - Observing markets since the crash ’87 - Follow me on https://t.co/nc2YoTgHON",2008-10-17 15:44:20,1559,634,491,False,2020-08-13,"To keep #COVID19 numbers up, Austria retroactively classified all deaths with #Corona as from Corona.
In a country… https://t.co/8f47RAy4sV","['COVID19', 'Corona']",Twitter Web App,False,unverified claim,keep numbers austria retroactively classified deaths corona country
Covid19inkenya,Kenya,"A portal where policymakers,health workers,and the public can get credible multimedia information about the COVID-19 pandemic and what they can do to manage it.",2020-06-03 11:19:37,10,93,181,False,2020-08-17,"Did you know the Coronavirus needs human cells to survive?

#KaaNyumbaniKenya #COVID19  #KomeshaCorona #TheNewNormal https://t.co/FdwoRIopsO","['KaaNyumbaniKenya', 'COVID19', 'KomeshaCorona', 'TheNewNormal']",Hootsuite Inc.,False,true information,know coronavirus needs human cells survive
Chris Roberts,"East Midlands, England","Self isolating for sometime, due to coronavirus, so plenty of freetime, to tweet, and twit.",2012-12-21 18:08:38,46,382,465,False,2020-07-25,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/XJvBDbmn8Z",['COVID19'],Twitter for iPhone,False,true information,help slow spread identify risk cases sooner self reporting symptoms daily even
Robson,,"Professor of Law.  Writer.
Books include Dressing Constitutionally; Sappho Goes to Law School; A/K/A",2011-06-20 14:24:11,1239,931,28945,False,2020-08-13,"@SenRickScott Hello? #COVID19 Senator. What are you doing?
https://t.co/vNmX0caHHX",['COVID19'],Twitter for iPad,False,unverified claim,hello senator
Gumnut Enterprises,"Surrey, British Columbia",Autism Boating Photography Fishing Technology,2017-01-29 06:32:07,36,237,2,False,2020-07-25,Graphs and analysis updated for 24-Jul-20. There will be no updates from 27-Jul through 31-Jul. Next update 1-Aug.… https://t.co/PkDei4D5mp,,Twitter Web App,False,true information,graphs analysis updated 24 jul 20 updates 27 31 next update 1 aug
CalCoastGal,San Luis Obispo County,"Native CA, Golden Girl, Kind, Humble, Rescuer of pit bulls, photographer, old school graphic artist. Vegetarian. NO LISTS #MoveOn #indivisible",2011-10-03 18:11:12,9328,9979,210524,False,2020-07-28,AGAIN?????#COVID19 https://t.co/Dzu3M1oqhq,['COVID19'],Twitter for Android,False,LABEL_UNKNOWN,
NewzHook,"Mumbai, India","Let's Change Attitudes towards Disability by bridging the information gap. Newz Hook shares the voice of the people. Disability, Inclusion & Accessibility News.",2016-01-11 10:40:55,2923,1843,383,False,2020-07-25,The Telangana health department has now practically admitted that there has been community spread of Covid-19 in th… https://t.co/KtNadVSNq5,,SEMrush Social Media Tool,False,true information,telangana health department practically admitted community spread covid 19 th
NARALASETTI SAI CHARAN,Vijayawada,"#JSPForNewAgePolitics
*Face reality as it is, not as it was or as you wish it to be.
*Ego is the greatest enemy. Ego will hold you back every single time.",2017-01-29 08:30:11,86,697,12165,False,2020-08-16,"#PawanKalyanBirthdayCDP
Thank you all person who donatedin this #covid19 time in the name of #JanaSeva  and huge re… https://t.co/IWnbPgFLdD","['PawanKalyanBirthdayCDP', 'covid19', 'JanaSeva']",Twitter Web App,False,true information,thank person donatedin time name huge
MuniGUARDNews,,,2013-12-17 19:33:54,569,232,159,False,2020-08-14,"A $400 #unemployment extension is unlikely to arrive soon, if at all. What you need to know #muniland #Americans… https://t.co/ox6MRhoLD6","['unemployment', 'muniland', 'Americans']",Twitter Web App,False,unverified claim,400 extension unlikely arrive soon need know
Solomon Ambuku,"Mombasa, Kenya.",Social Democrat | Governance & Human Rights Crusader | Political Analyst | U.S. Democracy Scholarship 1999 alumnus | Envinromentalist | Proverbs 31: 8-9,2014-04-23 21:22:36,36310,37949,133314,False,2020-08-01,"@ntvkenya @OBurrows Quarantine not necessary for Chinkos from the craddle of the #COVID19 in #Wuhan , #China. Only… https://t.co/nbPPDqnxLy","['COVID19', 'Wuhan', 'China']",Twitter for Android,False,unverified claim,quarantine necessary chinkos craddle
Suja Chandy,"Madrid, Spain","Passionately curious learner in a digital world; Believes a ‘can do’ attitude is half battle won; Fmr MD NissanDigital,Ex @InvestIndia & KPMG. Views personal.",2009-01-11 06:50:30,1473,296,9607,False,2020-08-30,"#HappyOnam to all #Malayalis celebrating this festival of bounty and harmony! This year, celebrations may be muted… https://t.co/ZMYLmNmmuG","['HappyOnam', 'Malayalis']",Twitter for iPhone,False,true information,celebrating festival bounty harmony year celebrations may muted
LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",2017-02-07 05:41:28,62930,350,99,True,2020-08-12,Fact Check: Image of human trial volunteer for Russia's COVID-19 vaccine shared as pic of President Vladimir Putin'… https://t.co/A6btj8IOqs,,TweetDeck,False,true information,fact check image human trial volunteer russia covid 19 vaccine shared pic president vladimir putin
Nasty Ms. Jones (Elle) ✊🏿♥️✊🏾💛✊🏽💚✊🏼💙✊🏻💜,The corner of Nasty & Snitty,"Mom, wife, sports fan, binger of tv, documentary enthusiast, political rage tweeter, hashtag junkie. ♥️ Is ♥️
🌊 #resist #vote #BLM #FBR",2012-02-26 21:10:05,3986,4960,45993,False,2020-08-02,"Will you send your children to in person school? 🏫🎒👨‍🏫👩‍🏫🚸✏️

#SchoolReopening #SchoolsMustShutdown #SchoolChoice… https://t.co/qBZXxJ3vHX","['SchoolReopening', 'SchoolsMustShutdown', 'SchoolChoice']",Twitter Web App,False,true information,send children person school
BloombergQuint,"Mumbai, India","#India’s premier multi-platform #business and financial #news company.

#BQBlue queries: support@bloombergquint.com
Follow: https://t.co/Lvz7iz0zt1",2016-03-29 08:30:59,165176,140,88,True,2020-07-25,A stress test conducted by RBI suggests that the #Covid19 crisis could push Indian banks’ gross bad loans to their… https://t.co/VnwN9T0Pd5,['Covid19'],TweetDeck,False,true information,stress test conducted rbi suggests crisis could push indian banks gross bad loans
APO Group English,#AFRICA #MENA,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",2011-02-22 09:09:45,10716,6,2038,True,2020-08-17,"Coronavirus - Gambia: Daily Case Update as of 16th August 2020 

@MohGambia @MoetiTshidi @WHOAFRO @DrTedros @WHO… https://t.co/nEME1RFfPl",,TweetDeck,False,true information,coronavirus gambia daily case update 16th august 2020
CoventryCityCouncil #StaySafe,"Coventry, England","If you need to report an issue, please go to https://t.co/uaTGJPfPpg
This account is monitored between 9.00am and 5.00pm weekdays.",2008-11-05 10:03:34,65086,2384,713,True,2020-07-25,The Government has highlighted the risks to smokers from #Covid19. Quitting or temporarily stopping during this out… https://t.co/qoHhO8Yo0W,['Covid19'],Orlo,False,true information,government highlighted risks smokers quitting temporarily stopping
UNIDO,"Vienna, Austria",The United Nations Industrial Development Organization works to reduce poverty through #inclusive & #sustainable industrial development #SDG9,2008-09-05 16:12:43,87639,1529,8793,True,2020-08-13,“Targeted green industrial policies that foster innovation &amp; circularity should be at the forefront to build sustai… https://t.co/6FLJ6behh8,,Twitter Web App,False,true information,targeted green industrial policies foster innovation amp circularity forefront build sustai
AUTODOCUMENT,"Lagos, Nigeria","Vehicle particulars facilitation and delivery.
Vehicle sales.
contact: 09053030471
location: Alausa, Ikeja.",2020-06-19 20:53:57,110,142,82,False,2020-08-12,"@Otunbakush1 Let get your vehicle papers done and delivered to your place of convenience
We got you covered.
We are… https://t.co/BDpAwRVGeQ",,Twitter for Android,False,true information,let get vehicle papers done delivered place convenience got covered
mike but spelled mic,,dad. fiancé. guitarist. painter. yee yee. john deere green.,2017-01-31 05:11:50,14,120,1435,False,2020-08-02,How the fuck could #COVID19 be a hoax specifically to prevent Trump's re-election? Do #antimaskers legit believe 3/… https://t.co/QpbVUUNfak,"['COVID19', 'antimaskers']",Twitter for Android,False,unverified claim,fuck could hoax specifically prevent trump election legit believe 3
I DigiPlex Infotech,"chomu , India",Welcome to  I DigiPlex Infotech !! We increase your valuable business's presence on search engine with respective reputation level. Start work today with us.!!!,2020-08-13 17:06:49,0,32,0,False,2020-08-16,Why #covid19 is affecting #digitalmarketing work ? @GoogleIndia @sundarpichai,"['covid19', 'digitalmarketing']",Twitter Web App,False,unverified claim,affecting work
EWN Lifestyle,"Johannesburg, South Africa","Bringing you all the latest in local and international fashion, entertainment, celebrities, food and more!",2018-09-07 14:31:41,751,248,16,False,2020-08-13,Pandemic behaviour: Why some people don't play by the rules #COVID19 https://t.co/FGnju2MLVB https://t.co/AjB4WG7W7s,['COVID19'],dlvr.it,False,unverified claim,pandemic behaviour people play rules
Anarchism News,Anarres,"Anarchist news and info from a variety of English sources.

Crossposted from the #fediverse/#Mastodon. Join the fediverse for the full experience.

#anarchism",2019-09-02 19:35:58,451,0,1,False,2020-08-12,"Enough is Enough: ＊＊#COVID19 Update at USP Pollock (#Louisiana): Behind the Scene Details＊＊

""All the prisoners who… https://t.co/Nm1cLVx4rH","['COVID19', 'Louisiana']",Mastodon-Twitter Crossposter,False,true information,enough update usp pollock behind scene details prisoners
INDIA NARRATIVE,Delhi,News | Views | Insight,2020-03-21 15:39:41,312,54,39,False,2020-08-11,Bhutan's Prime Minister Lotay Tshering said that the lockdown has been enforced to identify and isolate all positiv… https://t.co/HSzhWoK1Qs,,TweetDeck,False,true information,bhutan prime minister lotay tshering said lockdown enforced identify isolate positiv
CNBC-TV18,India,The CNBC-TV18 news ticker on Twitter. The news breaks here first.,2009-06-05 06:48:11,869333,554,189,True,2020-08-04,".@WockhardtHosp will be 'fill finishing' vaccine that AstraZeneca &amp; @UniofOxford co Vaccitech will give it, chief H… https://t.co/SIVvjUOOtl",,Twitter Web App,False,true information,fill finishing vaccine astrazeneca amp co vaccitech give chief h
Abdulkadir Nasidi,"Abuja, Nigeria. ","#Energy Entreprenure|#Leadership|
#Founder/CEO, @Carvenservice |#BDSP|#Wannem shina Nne uzo|#Eko oni Baje♡|",2013-09-18 20:02:54,3662,3583,130689,False,2020-08-11,"#SchoolsMustShutdown
If schools remain closed much longer, eventually parents will have to invent the #COVID19 vacc… https://t.co/k9fJ8CuYMs","['SchoolsMustShutdown', 'COVID19']",Twitter for Android,False,unverified claim,schools remain closed much longer eventually parents invent vacc
David Fisher,Raleigh-Durham,Physician with @HouseCallDocs. Jesus follower. Dad of 6. Wrote a book https://t.co/DMF98NKZwu. Contributor @TheBabylonBee. Laughter::Best medicine,2009-04-24 19:59:56,3430,856,443,False,2020-08-08,I have observed this both in my practice and personally #COVID19 #eldercare #geriatrics https://t.co/0KeqNEUwB5,"['COVID19', 'eldercare', 'geriatrics']",Twitter for iPhone,False,true information,observed practice personally
maura,"Los Angeles, CA",,2014-08-02 20:01:13,157,222,5084,False,2020-07-25,Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/x4ywqdmGOa via @Change,"['moneyforthepeople', 'covid19']",Twitter for iPhone,False,true information,give 2000 month every american sign petition via
Aam Admi,,"Name: Billa Ranga
Address : 7 Race Course Road",2009-12-11 18:44:10,48530,40173,53598,False,2020-08-06,"In Sha Allah, all these bigoted idiotic arrogant scoundrels will contact #COVID19 and die. https://t.co/4QzmRIgDzk",['COVID19'],Twitter Web App,False,unverified claim,sha allah bigoted idiotic arrogant scoundrels contact die
Fort Ross Ventures,,"Fort Ross Ventures brings together Silicon Valley venture expertise with an extensive network of relationships in the U.S., Israel, and Eastern Europe.",2020-03-17 20:56:37,18,23,1,False,2020-08-10,"As the #COVID19 pandemic highlights the need for transformative mobility technologies, @comstocksmag says… https://t.co/lM6Mq1apSN",['COVID19'],Twitter Web App,False,true information,pandemic highlights need transformative mobility technologies says
Randall Lichner,"California, USA",Personal Account,2015-06-13 07:04:47,2308,2073,132347,False,2020-08-30,#California I want you to see something very important about #COVID19. The https://t.co/pJsjP5oYtb #CDC just quietl… https://t.co/xRp1UVPzCb,"['California', 'COVID19', 'CDC']",Twitter for iPhone,False,true information,want see something important quietl
Sean Long #BLACKLIVESMATTER,"San Jose, Cali",I want to create! 🎸Musician📽Content Creator ✖️✖️✖️Straight Edge🐶Corgi Chewie & 2 Cats😻😻 https://t.co/0JFsRj00gm Instagram/Facebook/Snap SEANxLONG,2008-09-22 07:52:26,7026,1748,9992,False,2020-08-09,#NewZealand is a #MagicalPlace it’s where they filmed #MiddleEarth &amp; #PowerRangers but it’s shown you can be free o… https://t.co/z1aEKPUG5o,"['NewZealand', 'MagicalPlace', 'MiddleEarth', 'PowerRangers']",Twitter for iPhone,False,true information,filmed amp shown free
JuneBug,Internet,Democracy means counting all ballots.  I'm about common decency.  If you are a racist please don't follow me.  Power To The People!!,2010-03-25 22:12:13,173,455,21524,False,2020-08-01,#Politicians should #stop #sleeping in their #office it's unhygienic  especially during #COVID19 putting their #STAFF at #risk,"['Politicians', 'stop', 'sleeping', 'office', 'COVID19', 'STAFF', 'risk']",Twitter Web App,False,unverified claim,unhygienic especially putting
trumperstix,"raleigh, nc",the symbol of solidarity among trumpians,2020-05-27 03:54:58,2,181,0,False,2020-08-22,how sickening will it get for the next 100 years when people roll their eyes or make a snarky comment whenever 2020 is mentioned #COVID19,['COVID19'],Twitter for iPhone,False,unverified claim,sickening get next 100 years people roll eyes make snarky comment whenever 2020 mentioned
Dawn Butler,ireland,Makeup Artist for TV and Film. worked on Vikings season 6 . also involved in Irish Wrestling . Animal Lover and Yoga enthusiast 💗🤘🏻☠️ cancer survivor 💗,2009-03-26 09:49:11,632,1898,4260,False,2020-08-18,@MichealMartinTD what a terrible vague briefing! I don’t envy your job but my god give people CLEAR guidance and ex… https://t.co/YlYB8C3hkn,,Twitter for iPhone,False,misinformation,terrible vague briefing envy job god give people clear guidance ex
Erica,"South Florida, USA",Mom. From North Jersey. Living in So. FL. Smartass. Work in progress. NYG. NYY. WVU.,2014-10-12 20:38:21,2383,4113,123739,False,2020-08-01,My own piece of paradise. At least I have nice view while stuck at home. My backyard/mini-jungle. #SouthFlorida… https://t.co/LPo7o8RrS1,['SouthFlorida'],Twitter for Android,False,unverified claim,piece paradise least nice view stuck home backyard mini jungle
